category1,category2,category3,category4,service,issue,agree,disagree,noidea,expSol
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,강북지역 의류봉제센터 운영,공공 안전,0,2,2,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,서울 과학관 건립,공공 안전,0,5,1,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,공장설립정보망 운영비 지원,공공 안전,0,1,4,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,임대산업부지 활용 기본계획 수립 연구용역,공공 안전,0,3,3,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,서울형 특화산업지구 지정·운영,공공 안전,0,4,3,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,홍릉 창조경제 지식단지 조성,공공 안전,2,3,2,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,동북권 균형발전 관련 홍릉단지 조성 실행방안 연구용역,공공 안전,1,1,2,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,신·홍·합 창조밸리 구축,공공 안전,0,2,2,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,성수 수제화 활성화 2단계 추진,공공 안전,0,0,2,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,G밸리(서울디지털산업단지) 활성화 추진,공공 안전,0,1,2,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,유통활성화지구 지정·운영,공공 안전,1,3,2,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,서울인쇄센터 지원,공공 안전,0,4,3,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,산학연 협력을 통한 지식기반산업 육성,공동협력 기술개발 지원,공공 안전,0,2,2,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,산학연 협력을 통한 지식기반산업 육성,광역경제권 연계협력,공공 안전,0,3,3,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,산학연 협력을 통한 지식기반산업 육성,동북권 첨단산업 생산형 창업보육센터 운영,공공 안전,0,4,2,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,산학연 협력을 통한 지식기반산업 육성,창조경제혁신센터 설치·운영,공공 안전,2,1,3,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,서울산업진흥원 출연,공공 안전,0,1,1,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,중소기업 지식재산권 창출 지원,공공 안전,0,2,1,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,중소기업 비즈니스서비스 지원,공공 안전,25,38,11,0
산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축,창조경제 클러스터 육성,공공 안전,0,4,2,0
기타,기타,행정운영경비(경제진흥본부 사회적경제과),기본경비,기본경비,공공 안전,2,3,2,0
일반공공행정,일반행정,재무활동(경제진흥본부 사회적경제과),보전지출,국고보조금 집행잔액 반납,공공 안전,0,2,3,0
산업ㆍ중소기업,산업진흥ㆍ고도화,사회적경제 생태계 조성,사회적경제 인프라 구축,공정무역도시 서울 추진,공공 안전,2,2,2,0
산업ㆍ중소기업,산업ㆍ중소기업일반,일자리 연계강화를 통한 서민경제 활력제고,체계적 창업시스템 구축,챌린지 1000 프로젝트,공공 안전,1,1,2,0
산업ㆍ중소기업,산업ㆍ중소기업일반,일자리 연계강화를 통한 서민경제 활력제고,체계적 창업시스템 구축,장년창업센터 운영,공공 안전,0,2,2,0
산업ㆍ중소기업,산업ㆍ중소기업일반,일자리 연계강화를 통한 서민경제 활력제고,체계적 창업시스템 구축,ASPIRIN CENTER 운영,공공 안전,1,2,2,0
산업ㆍ중소기업,산업ㆍ중소기업일반,일자리 연계강화를 통한 서민경제 활력제고,체계적 창업시스템 구축,신천지하보도 내 창업공간 시설개선(주민참여),공공 안전,2,1,3,0
산업ㆍ중소기업,산업ㆍ중소기업일반,일자리 연계강화를 통한 서민경제 활력제고,체계적 창업시스템 구축,창업보육센터 시설 개선,공공 안전,2,1,1,0
사회복지,사회복지일반,사회적경제 생태계 조성,사회적경제 인프라 구축,초중고 사회적경제 교과서 모델 개발,공공 안전,0,1,1,0
사회복지,사회복지일반,사회적경제 생태계 조성,지역사회중심의 사회적경제조직 발굴 및 육성,사회적경제 주체발굴 확대,공공 안전,0,1,3,0
사회복지,사회복지일반,사회적경제 생태계 조성,지역사회중심의 사회적경제조직 발굴 및 육성,사회적경제 통합 경영지원 및 컨설팅,공공 안전,1,2,1,0
사회복지,사회복지일반,사회적경제 생태계 조성,지역사회중심의 사회적경제조직 발굴 및 육성,사회문제 해결을 위한 혁신형 사업,공공 안전,1,2,2,0
사회복지,사회복지일반,사회적경제 생태계 조성,지역사회중심의 사회적경제조직 발굴 및 육성,사회적경제 우수기업 육성,공공 안전,0,3,1,0
사회복지,사회복지일반,사회적경제 생태계 조성,지역사회중심의 사회적경제조직 발굴 및 육성,(예비)사회적기업 지원,공공 안전,1,1,2,0
사회복지,사회복지일반,사회적경제 생태계 조성,지역사회중심의 사회적경제조직 발굴 및 육성,협동조합 활성화 종합지원,공공 안전,0,4,2,0
사회복지,사회복지일반,사회적경제 생태계 조성,지역사회중심의 사회적경제조직 발굴 및 육성,마을기업 육성,공공 안전,0,3,1,0
사회복지,사회복지일반,사회적경제 생태계 조성,사회적경제 인프라 구축,사회적경제지원센터 운영,공공 안전,0,1,2,0
사회복지,사회복지일반,사회적경제 생태계 조성,사회적경제 인프라 구축,사회적경제 지역생태계 조성사업,공공 안전,2,4,4,0
사회복지,사회복지일반,사회적경제 생태계 조성,사회적경제 인프라 구축,사회적경제 시장 활성화,공공 안전,0,2,2,0
사회복지,사회복지일반,사회적경제 생태계 조성,사회적경제 인프라 구축,사회적경제 아카데미 운영,공공 안전,1,3,2,0
사회복지,사회복지일반,사회적경제 생태계 조성,사회적경제 인프라 구축,사회적경제조직 활성화 공간지원,공공 안전,0,3,3,0
사회복지,사회복지일반,사회적경제 생태계 조성,사회적경제 인프라 구축,사회적경제 특구 운영,공공 안전,0,3,2,0
사회복지,사회복지일반,사회적경제 생태계 조성,사회적경제 인프라 구축,사회적경제 인식제고,공공 안전,0,2,2,0
사회복지,사회복지일반,사회적경제 생태계 조성,사회적경제 인프라 구축,사회적경제 실태조사 및 DB관리,공공 안전,1,3,2,0
사회복지,노동,노동존중문화 정착,지역노사관계 안정을 위한 긴밀한 협력 체제 구축,서울지역 노동단체 지원,공공 안전,1,3,3,0
사회복지,노동,노동존중문화 정착,지역노사관계 안정을 위한 긴밀한 협력 체제 구축,서울시 노사민정협의회 운영,공공 안전,0,2,1,0
사회복지,노동,노동존중문화 정착,지역노사관계 안정을 위한 긴밀한 협력 체제 구축,지역노사민정 협력활성화,공공 안전,0,0,2,0
사회복지,노동,노동존중문화 정착,지역노사관계 안정을 위한 긴밀한 협력 체제 구축,시민명예노동옴부즈만제도 운영,공공 안전,0,2,3,0
사회복지,노동,노동존중문화 정착,지역노사관계 안정을 위한 긴밀한 협력 체제 구축,공정일터 노사 상생 지원 및 협력문화 확산,공공 안전,1,1,3,0
기타,기타,행정운영경비(경제진흥본부 노동정책과),기본경비,기본경비,공공 안전,0,2,2,0
사회복지,노동,재무활동(경제진흥본부 노동정책과),보전지출,국고보조금 집행잔액 반납,공공 안전,0,3,3,0
사회복지,사회복지일반,사회적경제 생태계 조성,사회적경제 인프라 구축,국제 사회적경제 협의체 운영,공공 안전,1,2,3,0
사회복지,취약계층지원,사회취약계층 복지강화 및 사회복지 전달체계 개선,사회취약계층 복지강화 및 보훈업무 등 추진,지역사회서비스투자사업,공공 안전,25,13,8,0
사회복지,취약계층지원,사회취약계층 복지강화 및 사회복지 전달체계 개선,사회취약계층 복지강화 및 보훈업무 등 추진,가사·간병 방문관리사 지원,공공 안전,2,1,4,0
사회복지,취약계층지원,사회취약계층 복지강화 및 사회복지 전달체계 개선,사회취약계층 복지강화 및 보훈업무 등 추진,저소득시민 부가급여 지원,공공 안전,1,3,0,0
사회복지,취약계층지원,사회취약계층 복지강화 및 사회복지 전달체계 개선,사회취약계층 복지강화 및 보훈업무 등 추진,보훈대상 및 단체지원,공공 안전,0,2,2,0
사회복지,취약계층지원,사회취약계층 복지강화 및 사회복지 전달체계 개선,사회취약계층 복지강화 및 보훈업무 등 추진,독립유공자 의료비 지원,공공 안전,1,3,2,0
사회복지,취약계층지원,사회취약계층 복지강화 및 사회복지 전달체계 개선,사회취약계층 복지강화 및 보훈업무 등 추진,의사상자 지원,공공 안전,1,2,2,0
사회복지,취약계층지원,사회취약계층 복지강화 및 사회복지 전달체계 개선,사회취약계층 복지강화 및 보훈업무 등 추진,서울형 기초보장제도 도입,공공 안전,1,1,1,0
사회복지,취약계층지원,사회취약계층 복지강화 및 사회복지 전달체계 개선,사회취약계층 복지강화 및 보훈업무 등 추진,독립의 언덕 조성 사업,공공 안전,2,2,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,도시농업 활성화,전통 우리음식 및 생활문화 교육,공공 안전,3,0,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,도시농업 활성화,시민과 함께하는 도시농업,공공 안전,1,3,1,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,도시농업 활성화,시민교육을 위한 기반확충,공공 안전,1,3,1,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,도시농업 활성화,도시농업 수요계층 맞춤형 기술보급,공공 안전,1,4,3,0
기타,기타,행정운영경비(농업기술센터),기본경비,기본경비,공공 안전,0,3,1,0
농림해양수산,농업ㆍ농촌,재무활동(농업기술센터),보전지출,국고보조사업 집행잔액 반납,공공 안전,0,2,1,0
사회복지,취약계층지원,사회취약계층 복지강화 및 사회복지 전달체계 개선,기초생활보장 및 의료보호,기초생활수급자 급여,공공 안전,0,5,4,0
사회복지,취약계층지원,사회취약계층 복지강화 및 사회복지 전달체계 개선,기초생활보장 및 의료보호,정부양곡 할인 지원,공공 안전,1,0,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,지역농업기술 정보화지원,공공 안전,0,3,3,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,농업전문인력 육성,공공 안전,0,1,1,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,후계농업경영인 육성,공공 안전,2,3,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,선도농가경영 육성,공공 안전,1,1,3,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,품목별 농업인 연구모임체 육성,공공 안전,3,3,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,지도공무원 전문능력 향상,공공 안전,1,2,1,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,도시농업 활성화,시민 생활농업 교육,공공 안전,1,6,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,도시농업 활성화,귀농 종합 지원,공공 안전,0,1,1,0
기타,기타,행정운영경비(경제진흥본부 창업지원과),기본경비,기본경비,공공 안전,0,2,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,신개발 원예기술 보급,공공 안전,0,3,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,친환경농업 활성화,공공 안전,0,0,1,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,농업기술 전문교육,공공 안전,1,2,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,농가경영컨설팅,공공 안전,0,2,3,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,농산물 소득조사 분석,공공 안전,1,1,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,힐링체험농원 특성화사업,공공 안전,1,2,2,0
농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급,농기계 훈련사업,공공 안전,0,2,1,0
산업ㆍ중소기업,산업ㆍ중소기업일반,편리하고 안전한 시민생활경제 환경 조성,소비자 권익 보호,지방 물가의 안정적 관리,공공 안전,0,3,1,0
산업ㆍ중소기업,산업ㆍ중소기업일반,편리하고 안전한 시민생활경제 환경 조성,소비자 권익 보호,소비자단체 보조금 지원,공공 안전,0,4,1,0
산업ㆍ중소기업,산업ㆍ중소기업일반,편리하고 안전한 시민생활경제 환경 조성,소비자 권익 보호,소비생활센터 운영,공공 안전,1,1,2,0
산업ㆍ중소기업,산업ㆍ중소기업일반,편리하고 안전한 시민생활경제 환경 조성,소비자 권익 보호,서울시 전자상거래센터 운영,공공 안전,1,2,1,0
산업ㆍ중소기업,산업ㆍ중소기업일반,편리하고 안전한 시민생활경제 환경 조성,소비자 권익 보호,민생침해 근절대책 강화,공공 안전,1,1,4,0
산업ㆍ중소기업,산업ㆍ중소기업일반,편리하고 안전한 시민생활경제 환경 조성,소비자 권익 보호,대부업 관리감독 강화,공공 안전,1,3,2,0
산업ㆍ중소기업,산업ㆍ중소기업일반,편리하고 안전한 시민생활경제 환경 조성,소비자 권익 보호,불법공산품 단속 강화,공공 안전,1,2,2,0
산업ㆍ중소기업,산업ㆍ중소기업일반,편리하고 안전한 시민생활경제 환경 조성,소비자 권익 보호,지방물가안정관리 인센티브 사업,공공 안전,1,1,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,유기농업자재 지원,공공 안전,2,3,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,희망서울 친환경농장 운영,공공 안전,0,2,3,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,분재산업 육성 및 일자리 창출,공공 안전,0,5,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,꿈틀이가 사는 생태마을 조성(주민참여),공공 안전,0,2,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,지역 어르신을 위한 텃밭조성(주민참여),공공 안전,0,3,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,도심속 농업체험학습장 조성(주민참여),공공 안전,0,3,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,중랑천 도시농업 체험학습장 확장 운영(주민참여),공공 안전,0,5,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,국화전시회 개최,공공 안전,1,1,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,쌀소득등보전 직접지불사업 보조금,공공 안전,1,4,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,쌀소득등보전 직접지불사업 운영비,공공 안전,1,3,1,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,벼 보급종 공급가격 차액지원,공공 안전,1,2,0,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,농업인자녀 학자금지원,공공 안전,0,0,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,농지이용관리지원,공공 안전,1,4,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,밭농업 직접지불사업 보조금,공공 안전,0,2,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,벼 병해충 방제지원,공공 안전,4,0,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,농부의 시장 운영,공공 안전,2,2,3,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,농수산물 유통 선진화,가락동농수산물도매시장 시설현대화,공공 안전,1,1,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,유통거래질서 확립,양곡관리,공공 안전,1,1,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,유통거래질서 확립,마포농수산물시장 보수비 지원,공공 안전,1,1,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,서울형 도시텃밭 조성,공공 안전,0,2,1,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,도시농업활성화 추진,공공 안전,0,1,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,토양개량제 공급,공공 안전,0,1,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,친환경농업 직접지불,공공 안전,2,3,2,0
농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원,유기질비료 지원,공공 안전,1,2,2,0
사회복지,노동,노동존중문화 정착,근로자 복지 증진,서울시 근로자복지관 운영,공공 안전,2,3,2,0
사회복지,노동,노동존중문화 정착,근로자 복지 증진,서울시 강북근로자복지관 운영,공공 안전,0,1,3,0
사회복지,노동,노동존중문화 정착,근로자 복지 증진,노동복지센터 설치·운영 및 활성화 지원,공공 안전,0,3,2,0
사회복지,노동,노동존중문화 정착,근로자 복지 증진,노동존중문화 확산,공공 안전,0,1,1,0
사회복지,노동,노동존중문화 정착,근로자 복지 증진,노동권익 보호 및 상담사업 활성화,공공 안전,0,2,3,0
사회복지,노동,노동존중문화 정착,근로자 복지 증진,서울노동권익센터 운영,공공 안전,1,3,2,0
사회복지,노동,노동존중문화 정착,근로자 복지 증진,청소근로환경시설 개선,공공 안전,2,0,2,0
사회복지,노동,노동존중문화 정착,근로자 복지 증진,생활임금 지원,공공 안전,1,2,3,0
산업ㆍ중소기업,산업ㆍ중소기업일반,실업없는 살기좋은 서울 구축,사회적 일자리 제공,서울일자리플러스센터 운영,공공 안전,3,1,1,0
산업ㆍ중소기업,산업ㆍ중소기업일반,실업없는 살기좋은 서울 구축,사회적 일자리 제공,서울일자리플러스센터 전산망 관리,공공 안전,1,1,2,0
산업ㆍ중소기업,산업ㆍ중소기업일반,실업없는 살기좋은 서울 구축,사회적 일자리 제공,자치구 취업정보센터 시간선택제임기제 인건비 지급,공공 안전,1,3,1,0
산업ㆍ중소기업,산업ㆍ중소기업일반,실업없는 살기좋은 서울 구축,사회적 일자리 제공,중소기업 인턴십,공공 안전,0,2,1,0
산업ㆍ중소기업,산업ㆍ중소기업일반,실업없는 살기좋은 서울 구축,사회적 일자리 제공,찾아가는 희망 취업박람회,공공 안전,0,3,1,0
산업ㆍ중소기업,산업ㆍ중소기업일반,실업없는 살기좋은 서울 구축,사회적 일자리 제공,4대 도시형 제조업 고용지원사업,공공 안전,1,2,2,0
산업ㆍ중소기업,산업ㆍ중소기업일반,실업없는 살기좋은 서울 구축,사회적 일자리 제공,찾아가는 희망취업 멘토스쿨,공공 안전,2,2,2,0
산업ㆍ중소기업,산업진흥ㆍ고도화,실업없는 살기좋은 서울 구축,맞춤형 직업교육 및 우수기능인 발굴육성,창조전문인력 양성,공공 안전,0,3,2,0
사회복지,노동,실업 없는 살기좋은 서울 구축,사회적 일자리 제공,서울형 뉴딜일자리,공공 안전,1,3,1,0
사회복지,노동,실업 없는 살기좋은 서울 구축,사회적 일자리 제공,일자리위원회 운영,공공 안전,1,2,2,0
사회복지,노동,실업 없는 살기좋은 서울 구축,맞춤형 직업 교육 및 우수기능인 발굴육성,서울특별시기술교육원 운영 지원,공공 안전,2,1,3,0
사회복지,노동,실업 없는 살기좋은 서울 구축,맞춤형 직업 교육 및 우수기능인 발굴육성,자매도시 청소년 초청 직업훈련,공공 안전,0,0,2,0
사회복지,노동,실업 없는 살기좋은 서울 구축,맞춤형 직업 교육 및 우수기능인 발굴육성,한국폴리텍 서울강서캠퍼스 지원,공공 안전,0,3,2,0
사회복지,노동,실업 없는 살기좋은 서울 구축,맞춤형 직업 교육 및 우수기능인 발굴육성,서울 및 전국 기능경기대회 지원,공공 안전,0,1,2,0
기타,기타,행정운영경비(경제진흥본부 일자리정책과),기본경비,기본경비,공공 안전,2,2,2,0
사회복지,노동,재무활동(경제진흥본부 일자리정책과),보전지출,국고보조금 집행잔액 반납,공공 안전,0,2,1,0
산업ㆍ중소기업,산업ㆍ중소기업일반,편리하고 안전한 시민생활경제 환경 조성,소비자 권익 보호,소비자단체 협력사업,공공 안전,2,1,3,0
기타,기타,행정운영경비(경제진흥본부 민생경제과),기본경비,기본경비,공공 안전,3,3,1,0
농림해양수산,농업ㆍ농촌,재무활동(경제진흥본부 민생경제과),보전지출,국고보조사업 집행잔액 반납,공공 안전,1,2,1,0
사회복지,노동,실업 없는 살기좋은 서울 구축,사회적 일자리 제공,취약계층을 위한 공공근로,공공 안전,1,1,1,0
사회복지,노동,실업 없는 살기좋은 서울 구축,사회적 일자리 제공,지역공동체 일자리,공공 안전,0,2,2,0
사회복지,노동,실업 없는 살기좋은 서울 구축,사회적 일자리 제공,청소년 진로정보 제공,공공 안전,0,2,1,0
사회복지,노동,실업 없는 살기좋은 서울 구축,사회적 일자리 제공,지역맞춤형 일자리창출 지원,공공 안전,3,4,1,0
사회복지,노동,실업 없는 살기좋은 서울 구축,사회적 일자리 제공,비정규직 고용개선 지원,공공 안전,1,1,3,0
사회복지,보육ㆍ가족및여성,행복한 가족만들기 및 아동복지 증진,한부모 가족 지원,한부모가족복지시설 운영지원,공공 안전,1,0,1,0
사회복지,보육ㆍ가족및여성,안심하고 맡길수 있는 보육환경 개선,보육시설 확충,공동육아방 조성계획,공공 안전,3,1,2,0
사회복지,보육ㆍ가족및여성,글로벌 도시환경 및 선진 다문화 사회 조성,건강가정 조성,다문화자녀 학습지원,공공 안전,1,5,1,0
사회복지,보육ㆍ가족및여성,글로벌 도시환경 및 선진 다문화 사회 조성,외국인 생활 지원강화,외국인주민 서울생활 살피미 운영,공공 안전,1,1,2,0
사회복지,노동,청년의 삶의 질 획기적 개선,청년거버넌스 활성화 및 자립기반 조성,청년 일자리 창출을 위한 민관협력,공공 안전,0,2,2,0
문화및관광,문화재,한옥건축자산 보전진흥,전통문화계승발전,서울시 한옥포털 구축,공공 안전,0,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,아동복지 서비스 증진,퇴소아동자립형 그룹홈 운영 지원,공공 안전,0,2,1,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,아동복지 서비스 증진,입양아동가족지원,공공 안전,0,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인 출산비용 지원,공공 안전,0,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,저소득 장애인 주거편의지원(집수리) 사업,공공 안전,2,1,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인가족지원센터 운영,공공 안전,2,0,3,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인복지카드 원스톱발급 지원,공공 안전,1,1,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,지적장애인을 위한 특수 체육프로그램(주민참여),공공 안전,1,3,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,시청각 장애를 넘어 글로벌 세상으로 가자(주민참여),공공 안전,2,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,발달장애인부모 심리상담 지원 사업,공공 안전,3,0,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,지적장애인자립생활지원센터 운영,공공 안전,2,2,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애아동 사회적응지원센터 운영,공공 안전,1,2,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인재활지원센터 운영,공공 안전,1,2,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인보조기구교부사업,공공 안전,0,1,1,0
수송및교통,대중교통ㆍ물류등기타,자전거이용활성화 및 교통환경 개선,보행환경 개선사업,보행친화도시 기반조성사업,공공 안전,1,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인운전연습장 운영,공공 안전,0,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,여성장애인 홈헬퍼 지원,공공 안전,0,0,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,청각장애인 인공달팽이관 수술지원 사업,공공 안전,1,1,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,서울수화전문교육원 운영,공공 안전,0,0,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인의료재활시설 운영,공공 안전,1,2,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인등록진단비 지원,공공 안전,2,1,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인후원결연사업 지원,공공 안전,1,2,3,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,시·청각장애인학습지원센터 운영,공공 안전,1,4,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인의료비 지원,공공 안전,0,1,3,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,중증장애인연금,공공 안전,3,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애수당,공공 안전,3,3,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인활동지원 사업,공공 안전,1,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,중증장애인자립생활지원센터 운영,공공 안전,1,2,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애아가족 아동양육지원,공공 안전,1,2,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애부모 아동의 언어발달지원 바우처사업,공공 안전,0,3,3,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애아동 재활치료 바우처사업,공공 안전,0,3,1,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,장애인수화통역센터 운영,공공 안전,2,1,2,0
사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원,여성장애인 교육,공공 안전,1,2,1,0
